NUMCPT,NOMCLI,TYPE_CLIENT,SECTEUR_CLIENT,CONSOLIDATION_CLIENT,CODAME,CODGVR,SERVICE_TYPE
435952,MIN.ENS.SUP.RECH.SC.TECH.INST.SUP.DE BIOTECHNOLOGIE,GENERAL,ADMINISTRATION,INST.SUP.DE BIOTECHNOLOGIE,MIN.ENS.SUP.RECH.SC.,,
435962,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUP.DE L'INFORM.ET DE TECHNOLOGIE,GENERAL,ADMINISTRATION,INSTITUT SUP.DE L'INFORM.ET DE TECHNOLOGIE,MIN.ENS.SUP.RECH.SC.,,
435972,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUP.DES ARTS ET METIERS,GENERAL,ADMINISTRATION,INSTITUT SUP.DES ARTS ET METIERS,MIN.ENS.SUP.RECH.SC.,,
435982,MIN.ENS.SUP.RECH.SC.TECH.CENTRE UNIVERSITAIRE POUR L'ANIM.CULT.ET SP,GENERAL,ADMINISTRATION,CENTRE UNIVERSITAIRE POUR L'ANIM.CULT.ET SP,MIN.ENS.SUP.RECH.SC.,,
435992,MIN.ENS.SUP.RECH.SC.TECH.FOYER UNIVERSITAIRE ENNAKHIL,GENERAL,ADMINISTRATION,FOYER UNIVERSITAIRE ENNAKHIL,MIN.ENS.SUP.RECH.SC.,,
436002,MIN.SANTE PUB.HOPITAL SADOK MOKADDEM DJERBA,GENERAL,ADMINISTRATION,HOPITAL SADOK MOKADDEM DJERBA,MIN.SANTE PUB.,,
436012,MIN.SANTE PUB.HOPITAL REGIONAL DE ZARZIS,GENERAL,ADMINISTRATION,HOPITAL REGIONAL DE ZARZIS,MIN.SANTE PUB.,,
436022,MIN.SANTE PUB.HOPITAL REGIONAL DE GAFSA,GENERAL,ADMINISTRATION,HOPITAL REGIONAL DE GAFSA,MIN.SANTE PUB.,,
436032,MIN.SANTE PUB.HOPITAL FRHAT HACHED,GENERAL,ADMINISTRATION,HOPITAL FRHAT HACHED,MIN.SANTE PUB.,,
436042,MIN.SANTE PUB.HOPITAL REGIONAL SIDI BOUZID,GENERAL,ADMINISTRATION,HOPITAL REGIONAL SIDI BOUZID,MIN.SANTE PUB.,,
436052,MIN.SANTE PUB.HOPITAL FATOUMA BOURGUIBA,GENERAL,ADMINISTRATION,HOPITAL FATOUMA BOURGUIBA,MIN.SANTE PUB.,,
436062,MIN.SANTE PUB. HOPITAL REGIONAL DE GABES,GENERAL,ADMINISTRATION,HOPITAL REGIONAL DE GABES,MIN.SANTE PUB.,,
436072,MIN.SANTE PUB.ECOLE PREP.DE LA SANTE PUB.,GENERAL,ADMINISTRATION,ECOLE PREP.DE LA SANTE PUB.,MIN.SANTE PUB.,,
436082,MIN.SANTE PUB.HOPITAL HABIB BOURGUIBA,GENERAL,ADMINISTRATION,HOPITAL HABIB BOURGUIBA,MIN.SANTE PUB.,,
436092,MIN.SANTE PUB.HOPITAL DE BEN GUERDENE,GENERAL,ADMINISTRATION,HOPITAL DE BEN GUERDENE,MIN.SANTE PUB.,,
436102,MIN.SANTE PUB.HOPITAL REGIONAL DE TATAOUINE,GENERAL,ADMINISTRATION,HOPITAL REGIONAL DE TATAOUINE,MIN.SANTE PUB.,,
436112,MIN.SANTE PUB.HOPITAL REGIONAL IBN JAZZAR,GENERAL,ADMINISTRATION,HOPITAL REGIONAL IBN JAZZAR,MIN.SANTE PUB.,,
436122,MIN.SANTE PUB.HOPITAL CIRCONS. OUESLATIA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. OUESLATIA,MIN.SANTE PUB.,,
436132,MIN.SANTE PUB.HOPITAL CIRCONS. DE HAJEB EL AYOUN,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE HAJEB EL AYOUN,MIN.SANTE PUB.,,
436142,MIN.SANTE PUB.HOPITAL CIRCONS. BOUHAJLA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. BOUHAJLA,MIN.SANTE PUB.,,
436152,MIN.SANTE PUB.HOPITAL CIRCONS. HAFFOUZ,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. HAFFOUZ,MIN.SANTE PUB.,,
436162,MIN.SANTE PUB.HOPITAL CIRCONS. KSAR HELLAL,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. KSAR HELLAL,MIN.SANTE PUB.,,
436172,MIN.SANTE PUB.HOPITAL HEDI CHEKER,GENERAL,ADMINISTRATION,HOPITAL HEDI CHEKER,MIN.SANTE PUB.,,
436182,MIN.SANTE PUB.HOPITAL REGIONAL TOZEUR,GENERAL,ADMINISTRATION,HOPITAL REGIONAL TOZEUR,MIN.SANTE PUB.,,
436192,MIN.SANTE PUB.HOPITAL CIRCONS . NEFTA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS . NEFTA,MIN.SANTE PUB.,,
436202,MIN.SANTE PUB.HOPITAL REGIONAL KASSERINE,GENERAL,ADMINISTRATION,HOPITAL REGIONAL KASSERINE,MIN.SANTE PUB.,,
436212,MIN.SANTE PUB.HOPITAL DE JBENIANA,GENERAL,ADMINISTRATION,HOPITAL DE JBENIANA,MIN.SANTE PUB.,,
436222,MIN.SANTE PUB.HOPITAL AUXILIAIRE DE MAHRES,GENERAL,ADMINISTRATION,HOPITAL AUXILIAIRE DE MAHRES,MIN.SANTE PUB.,,
436232,MIN.SANTE PUB.ECOLE DES SCIENCES INFIRMIERES,GENERAL,ADMINISTRATION,ECOLE DES SCIENCES INFIRMIERES,MIN.SANTE PUB.,,
436242,MIN.SANTE PUB.HOPITAL DE KERKENAH,GENERAL,ADMINISTRATION,HOPITAL DE KERKENAH,MIN.SANTE PUB.,,
436252,MIN.SANTE PUB.HOPITAL REGIONAL  METLAOUI,GENERAL,ADMINISTRATION,HOPITAL REGIONAL  METLAOUI,MIN.SANTE PUB.,,
436262,MIN.SANTE PUB.HOPITAL CIRCONS. REDAYEF,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. REDAYEF,MIN.SANTE PUB.,,
436272,MIN.SANTE PUB.HOPITAL CIRCONS. MOULARES,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. MOULARES,MIN.SANTE PUB.,,
436282,MIN.SANTE PUB.HOPITAL CIRCONS. DE M'DHILLA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE M'DHILLA,MIN.SANTE PUB.,,
436292,MIN.SANTE PUB.HOPITAL DE MEKNASSY,GENERAL,ADMINISTRATION,HOPITAL DE MEKNASSY,MIN.SANTE PUB.,,
436302,MIN.SANTE PUB.HOPITAL CIRCONS. DE THALA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE THALA,MIN.SANTE PUB.,,
436312,MIN.SANTE PUB.HOPITAL CIRCONS. DE SBEITLA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE SBEITLA,MIN.SANTE PUB.,,
436322,MIN.SANTE PUB.HOPITAL CIRCONS. DE SBIBA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE SBIBA,MIN.SANTE PUB.,,
436332,MIN.SANTE PUB.HOPITAL CIRCONS.  FERIANA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS.  FERIANA,MIN.SANTE PUB.,,
436342,MIN.SANTE PUB.ECOLE DES SC. INFIRMIERES,GENERAL,ADMINISTRATION,ECOLE DES SC. INFIRMIERES,MIN.SANTE PUB.,,
436352,MIN.SANTE PUB.ECOLE PROF.DE LA SANTE PUB.,GENERAL,ADMINISTRATION,ECOLE PROF.DE LA SANTE PUB.,MIN.SANTE PUB.,,
436362,MIN.SANTE PUB.ECOLE PROF. DE LA SANTE PUB.,GENERAL,ADMINISTRATION,ECOLE PROF. DE LA SANTE PUB.,MIN.SANTE PUB.,,
436372,MIN.SANTE PUB.ECOLE PROF. DE LA SANTE PUB.,GENERAL,ADMINISTRATION,ECOLE PROF. DE LA SANTE PUB.,MIN.SANTE PUB.,,
436382,MIN.SANTE PUB.HOPITAL TAHAR SFAR,GENERAL,ADMINISTRATION,HOPITAL TAHAR SFAR,MIN.SANTE PUB.,,
436392,MIN.SANTE PUB.HOPITAL REGIONAL DE SOUASSI,GENERAL,ADMINISTRATION,HOPITAL REGIONAL DE SOUASSI,MIN.SANTE PUB.,,
436402,MIN.SANTE PUB.HOPITAL REG DE CHEBBA,GENERAL,ADMINISTRATION,HOPITAL REG DE CHEBBA,MIN.SANTE PUB.,,
436412,MIN.SANTE PUB.HOPITAL CIRCONS. DE JEMMEL,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE JEMMEL,MIN.SANTE PUB.,,
436422,MIN.SANTE PUB.HOPITAL CIRCONS. DE MOKNINE,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE MOKNINE,MIN.SANTE PUB.,,
436432,MIN.SANTE PUB.HOPITAL CIRCONS. DE SNED,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE SNED,MIN.SANTE PUB.,,
436442,MIN.SANTE PUB.HOPITAL CIRCONS. OULED HAFFOUZ,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. OULED HAFFOUZ,MIN.SANTE PUB.,,
436452,MIN.SANTE PUB.HOPITAL CIRCONS. DE MEZZOUNA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE MEZZOUNA,MIN.SANTE PUB.,,
436462,MIN.SANTE PUB.HOPITAL DE CIRCONS.,GENERAL,ADMINISTRATION,HOPITAL DE CIRCONS.,MIN.SANTE PUB.,,
436472,MIN.SANTE PUB.HOPITAL CIRCONS. DEGACHE,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DEGACHE,MIN.SANTE PUB.,,
436482,MIN.SANTE PUB.HOPITAL CIRCONS. D'EL GUETAR,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. D'EL GUETAR,MIN.SANTE PUB.,,
436492,MIN.SANTE PUB.HOPITAL REGIONAL DE KBILI,GENERAL,ADMINISTRATION,HOPITAL REGIONAL DE KBILI,MIN.SANTE PUB.,,
436502,MIN.SANTE PUB.  DIRECTION REG.DE LA SANTE PUBLIQUE,GENERAL,ADMINISTRATION,DIRECTION REG.DE LA SANTE PUBLIQUE,MIN.SANTE PUB.,,
436512,MIN.SANTE PUB.DIR.REG.SANTE PUB. DE GAFSA,GENERAL,ADMINISTRATION,DIR.REG.SANTE PUB. DE GAFSA,MIN.SANTE PUB.,,
436522,MIN.SANTE PUB.DIR.REG.SANTE PUB. DE SFAX,GENERAL,ADMINISTRATION,DIR.REG.SANTE PUB. DE SFAX,MIN.SANTE PUB.,,
436532,MIN.SANTE PUB.HOPITAL UNIVERSITAIRE DE SOUSSE,GENERAL,ADMINISTRATION,HOPITAL UNIVERSITAIRE DE SOUSSE,MIN.SANTE PUB.,,
436542,MIN.SANTE PUB.HOPITAL REGIONAL DE BEKALTA,GENERAL,ADMINISTRATION,HOPITAL REGIONAL DE BEKALTA,MIN.SANTE PUB.,,
436552,MIN.SANTE PUB.HOPITAL DE TEBOULBA,GENERAL,ADMINISTRATION,HOPITAL DE TEBOULBA,MIN.SANTE PUB.,,
436562,MIN.SANTE PUB.DIRECTION REG.DE LA SANTE PUB.,GENERAL,ADMINISTRATION,DIRECTION REG.DE LA SANTE PUB.,MIN.SANTE PUB.,,
436572,MIN.SANTE PUB.HOPITAL CIRCONSCRIPTION ENFIDA,GENERAL,ADMINISTRATION,HOPITAL CIRCONSCRIPTION ENFIDA,MIN.SANTE PUB.,,
436582,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
436592,MIN.SANTE PUB.HOPITAL DE MIDOUNE,GENERAL,ADMINISTRATION,HOPITAL DE MIDOUNE,MIN.SANTE PUB.,,
436602,MIN.SANTE PUB.CLINIQUE DE CHIRURGIE DENTAIRE,GENERAL,ADMINISTRATION,CLINIQUE DE CHIRURGIE DENTAIRE,MIN.SANTE PUB.,,
436612,MIN.SANTE PUB.HOPITAL CIRCONS. EL JEM,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. EL JEM,MIN.SANTE PUB.,,
436622,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
436632,MIN.SANTE PUB.CENTRE DE SANTE DE BASE,GENERAL,ADMINISTRATION,CENTRE DE SANTE DE BASE,MIN.SANTE PUB.,,
436642,MIN.SANTE PUB.HOPITAL CIRCONS. GHOMRASSEN,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. GHOMRASSEN,MIN.SANTE PUB.,,
436652,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
436662,MIN.SANTE PUB.CENTRE DE SOINS DE BASE,GENERAL,ADMINISTRATION,CENTRE DE SOINS DE BASE,MIN.SANTE PUB.,,
436672,MIN.SANTE PUB.HOPITAL DE NASRALLAH,GENERAL,ADMINISTRATION,HOPITAL DE NASRALLAH,MIN.SANTE PUB.,,
436682,MIN.SANTE PUB.CENTRE SANTE DE BASE NEFTA,GENERAL,ADMINISTRATION,CENTRE SANTE DE BASE NEFTA,MIN.SANTE PUB.,,
436692,MIN.SANTE PUB.HOPITAL CIRCONS. DE MARETH,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE MARETH,MIN.SANTE PUB.,,
436702,MIN.SANTE PUB.HOPITAL DE CIRCONS. EL HAMMA,GENERAL,ADMINISTRATION,HOPITAL DE CIRCONS. EL HAMMA,MIN.SANTE PUB.,,
436712,MIN.SANTE PUB.ECOLE DES SCIENCES INFIRMIERES,GENERAL,ADMINISTRATION,ECOLE DES SCIENCES INFIRMIERES,MIN.SANTE PUB.,,
436722,MIN.SANTE PUB.ECOLE PROF. DE LA SANTE PUB.,GENERAL,ADMINISTRATION,ECOLE PROF. DE LA SANTE PUB.,MIN.SANTE PUB.,,
436732,MIN.SANTE PUB.HOPITAL M'SAKEN,GENERAL,ADMINISTRATION,HOPITAL M'SAKEN,MIN.SANTE PUB.,,
436742,"MIN.SANTE PUB.HOPITAL ""HABIB BAYAR""",GENERAL,ADMINISTRATION,"HOPITAL ""HABIB BAYAR""",MIN.SANTE PUB.,,
436752,MIN.SANTE PUB.HOPITAL DE CIRCONS. DE SBIBA,GENERAL,ADMINISTRATION,HOPITAL DE CIRCONS. DE SBIBA,MIN.SANTE PUB.,,
436762,MIN.SANTE PUB.CENTRE DE SOINS DE BASE,GENERAL,ADMINISTRATION,CENTRE DE SOINS DE BASE,MIN.SANTE PUB.,,
436772,MIN.SANTE PUB.CENTRE DE SOINS DE BASE,GENERAL,ADMINISTRATION,CENTRE DE SOINS DE BASE,MIN.SANTE PUB.,,
436782,MIN.SANTE PUB.CENTRE DE SOINS DE SANTE DE BASE,GENERAL,ADMINISTRATION,CENTRE DE SOINS DE SANTE DE BASE,MIN.SANTE PUB.,,
436792,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
436802,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
436812,MIN.SANTE PUB.DIR.REG.DE LA SANTE PUB.,GENERAL,ADMINISTRATION,DIR.REG.DE LA SANTE PUB.,MIN.SANTE PUB.,,
436822,MIN.SANTE PUB.DIR.REG.DE LA SANTE PUB.,GENERAL,ADMINISTRATION,DIR.REG.DE LA SANTE PUB.,MIN.SANTE PUB.,,
436832,MIN.SANTE PUB.DIR.REG.DE LA SANTE PUB.,GENERAL,ADMINISTRATION,DIR.REG.DE LA SANTE PUB.,MIN.SANTE PUB.,,
436842,MIN.SANTE PUB.DIRECTION REG. DE LA SANTE PUB.,GENERAL,ADMINISTRATION,DIRECTION REG. DE LA SANTE PUB.,MIN.SANTE PUB.,,
436852,MIN.SANTE PUB.HOPITAL DE CIRCONS. DE MATMATA,GENERAL,ADMINISTRATION,HOPITAL DE CIRCONS. DE MATMATA,MIN.SANTE PUB.,,
436862,MIN.SANTE PUB.HOPITAL CIRCONS. ALI BEN AOUN,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. ALI BEN AOUN,MIN.SANTE PUB.,,
436872,MIN.SANTE PUB.HOPITAL DE CIRCONS. D'ERREGUEB,GENERAL,ADMINISTRATION,HOPITAL DE CIRCONS. D'ERREGUEB,MIN.SANTE PUB.,,
436882,MIN.SANTE PUB.INSTITUT FORM.  CONT. PERS.,GENERAL,ADMINISTRATION,INSTITUT FORM.  CONT. PERS.,MIN.SANTE PUB.,,
436892,MIN.SANTE PUB.ECOLE DES SCIENCES INFIRMIERES,GENERAL,ADMINISTRATION,ECOLE DES SCIENCES INFIRMIERES,MIN.SANTE PUB.,,
436902,MIN.SANTE PUB.ECOLE DES SCIENCES INFIRMIERES,GENERAL,ADMINISTRATION,ECOLE DES SCIENCES INFIRMIERES,MIN.SANTE PUB.,,
436912,MIN.SANTE PUB.HOPITAL CIRCONS. DE FERNANA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE FERNANA,MIN.SANTE PUB.,,
436922,MIN.SANTE PUB.HOPITAL CIRCONS. OULED CHAMEKH,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. OULED CHAMEKH,MIN.SANTE PUB.,,
436932,MIN.SANTE PUB.HOPITAL CIRCONS.CHORBANE,GENERAL,ADMINISTRATION,HOPITAL CIRCONS.CHORBANE,MIN.SANTE PUB.,,
436942,MIN.SANTE PUB.HOPITAL CIRCONS. MENZEL BOUZAIENE,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. MENZEL BOUZAIENE,MIN.SANTE PUB.,,
436952,MIN.SANTE PUB.HOPITAL CIRCONS. BOUMARDES,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. BOUMARDES,MIN.SANTE PUB.,,
436962,MIN.SANTE PUB.HOPITAL CIRCONS. SIDI ALOUANE,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. SIDI ALOUANE,MIN.SANTE PUB.,,
436972,MIN.SANTE PUB.DIR.REG.SANTE PUBLIQUE,GENERAL,ADMINISTRATION,DIR.REG.SANTE PUBLIQUE,MIN.SANTE PUB.,,
436982,MIN.SANTE PUB.ECOLE PROF. DE LA SANTE PUB.,GENERAL,ADMINISTRATION,ECOLE PROF. DE LA SANTE PUB.,MIN.SANTE PUB.,,
436992,MIN.SANTE PUB.HOPITAL CIRCONS. DE CHEBIKA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE CHEBIKA,MIN.SANTE PUB.,,
437002,MIN.SANTE PUB.HOPITAL CIRCONS.  TAMEGHZA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS.  TAMEGHZA,MIN.SANTE PUB.,,
437012,MIN.SANTE PUB.HOPITAL CIRCONSCRIPTION DE HAZOUA,GENERAL,ADMINISTRATION,HOPITAL CIRCONSCRIPTION DE HAZOUA,MIN.SANTE PUB.,,
437022,MIN.SANTE PUB.HOPITAL CIRCONS. DE OURDANINE,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE OURDANINE,MIN.SANTE PUB.,,
437032,MIN.SANTE PUB.HOPITAL CIRCONS. SBIKHA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. SBIKHA,MIN.SANTE PUB.,,
437042,MIN.SANTE PUB.HOPITAL DE ZERAMDINE,GENERAL,ADMINISTRATION,HOPITAL DE ZERAMDINE,MIN.SANTE PUB.,,
437052,MIN.SANTE PUB.CENTRE MATERNITE ET NEONATOLOGIE,GENERAL,ADMINISTRATION,CENTRE MATERNITE ET NEONATOLOGIE,MIN.SANTE PUB.,,
437062,MIN.SANTE PUB.ECOLE PROF. DE LA SANTE PUB,GENERAL,ADMINISTRATION,ECOLE PROF. DE LA SANTE PUB,MIN.SANTE PUB.,,
437072,MIN.SANTE PUB.HOPITAL H.BOURGUIBA  C H U,GENERAL,ADMINISTRATION,HOPITAL H.BOURGUIBA  C H U,MIN.SANTE PUB.,,
437082,MIN.SANTE PUB.CLINIQUE REGIONAL DU PLANING FAMILIALE SFAX,GENERAL,ADMINISTRATION,CLINIQUE REGIONAL DU PLANING FAMILIALE SFAX,MIN.SANTE PUB.,,
437092,"MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE ""AHMED GAROUI""",GENERAL,ADMINISTRATION,"GROUPEMENT DE SANTE DE BASE ""AHMED GAROUI""",MIN.SANTE PUB.,,
437102,MIN.SANTE PUB.HOPITAL CIRCONS.DE DOUZ,GENERAL,ADMINISTRATION,HOPITAL CIRCONS.DE DOUZ,MIN.SANTE PUB.,,
437112,MIN.SANTE PUB.HOPITAL MELLOULECH,GENERAL,ADMINISTRATION,HOPITAL MELLOULECH,MIN.SANTE PUB.,,
437122,MIN.SANTE PUB.ECOLE PROF. SANTE PUB,GENERAL,ADMINISTRATION,ECOLE PROF. SANTE PUB,MIN.SANTE PUB.,,
437132,MIN.SANTE PUB.HOPITAL DE BENI KHEDACHE,GENERAL,ADMINISTRATION,HOPITAL DE BENI KHEDACHE,MIN.SANTE PUB.,,
437142,MIN.SANTE PUB.HOPITAL CIRCONS. DE SIDI MAKHLOUF,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE SIDI MAKHLOUF,MIN.SANTE PUB.,,
437152,MIN.SANTE PUB.CHU DE MEDECINE APPLIQUEE,GENERAL,ADMINISTRATION,CHU DE MEDECINE APPLIQUEE,MIN.SANTE PUB.,,
437162,MIN.SANTE PUB.HOPITAL CIRCONS. DE BELKHIR,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE BELKHIR,MIN.SANTE PUB.,,
437172,MIN.SANTE PUB.HOPITAL DE SAHLINE,GENERAL,ADMINISTRATION,HOPITAL DE SAHLINE,MIN.SANTE PUB.,,
437182,MIN.SANTE PUB.HOPITAL CIRCONS. DE HBIRA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE HBIRA,MIN.SANTE PUB.,,
437192,MIN.SANTE PUB.HOPITAL CIRCONS. DE REMADA,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE REMADA,MIN.SANTE PUB.,,
437202,MIN.SANTE PUB.HOPITAL CIRCONS. DE OUEDHREF,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE OUEDHREF,MIN.SANTE PUB.,,
437212,MIN.SANTE PUB.HOPITAL CIRCONS. DE BOUHJAR,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE BOUHJAR,MIN.SANTE PUB.,,
437222,MIN.SANTE PUB.HOPITAL DE KSOUR ESSAF,GENERAL,ADMINISTRATION,HOPITAL DE KSOUR ESSAF,MIN.SANTE PUB.,,
437242,MIN.SANTE PUB.HOPITAL DE KSIBET EL MADIOUNI,GENERAL,ADMINISTRATION,HOPITAL DE KSIBET EL MADIOUNI,MIN.SANTE PUB.,,
437252,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
437262,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
437272,MIN.SANTE PUB.DIRECTION REG.DE LA SANTE PUB.,GENERAL,ADMINISTRATION,DIRECTION REG.DE LA SANTE PUB.,MIN.SANTE PUB.,,
437282,MIN.SANTE PUB.HOPITAL SAHLOUL,GENERAL,ADMINISTRATION,HOPITAL SAHLOUL,MIN.SANTE PUB.,,
437292,MIN.SANTE PUB.DIRECTION REG.DE LA SANTE PUB.,GENERAL,ADMINISTRATION,DIRECTION REG.DE LA SANTE PUB.,MIN.SANTE PUB.,,
437302,MIN.SANTE PUB.ECOLE SUP. DES SC. ET TECH. DE LA SANTE,GENERAL,ADMINISTRATION,ECOLE SUP. DES SC. ET TECH. DE LA SANTE,MIN.SANTE PUB.,,
437312,MIN.SANTE PUB.DIRECTION REG. DE LA SANTE PUBLIQUE,GENERAL,ADMINISTRATION,DIRECTION REG. DE LA SANTE PUBLIQUE,MIN.SANTE PUB.,,
437322,MIN.SANTE PUB.DIR.REG.SANTE PUB.,GENERAL,ADMINISTRATION,DIR.REG.SANTE PUB.,MIN.SANTE PUB.,,
437332,MIN.SANTE PUB.ECOLE SUP.DES SCIENCES ET TECHNIQUES DE LA,GENERAL,ADMINISTRATION,ECOLE SUP.DES SCIENCES ET TECHNIQUES DE LA,MIN.SANTE PUB.,,
437342,MIN.SANTE PUB.HOPITAL DE BIR ALI BEN KHELIFA,GENERAL,ADMINISTRATION,HOPITAL DE BIR ALI BEN KHELIFA,MIN.SANTE PUB.,,
437352,MIN.SANTE PUB.HOPITAL EL ALA,GENERAL,ADMINISTRATION,HOPITAL EL ALA,MIN.SANTE PUB.,,
437362,MIN.SANTE PUB.HOPITAL DE SOUK LAHAD,GENERAL,ADMINISTRATION,HOPITAL DE SOUK LAHAD,MIN.SANTE PUB.,,
437372,MIN.SANTE PUB.HOPITAL SIDI BOUALI,GENERAL,ADMINISTRATION,HOPITAL SIDI BOUALI,MIN.SANTE PUB.,,
437382,MIN.SANTE PUB.HOPITAL CIRCONSCRIPTION SKHIRA,GENERAL,ADMINISTRATION,HOPITAL CIRCONSCRIPTION SKHIRA,MIN.SANTE PUB.,,
437392,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
437402,MIN.SANTE PUB.UNITE REG.DE REHABILITATION DE GABES,GENERAL,ADMINISTRATION,UNITE REG.DE REHABILITATION DE GABES,MIN.SANTE PUB.,,
437412,MIN.SANTE PUB.HOPITAL 07 NOVEMBRE KALAA SGUIRA,GENERAL,ADMINISTRATION,HOPITAL 07 NOVEMBRE KALAA SGUIRA,MIN.SANTE PUB.,,
437422,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
437432,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
437442,MIN.SANTE PUB.GROUPEMENT DE SANTE DE BASE,GENERAL,ADMINISTRATION,GROUPEMENT DE SANTE DE BASE,MIN.SANTE PUB.,,
437452,MIN.INTER.DEV.LOC.GOUVRNORAT DE GABES -CAISSE REG.DEV.ACT.JEU,GENERAL,ADMINISTRATION,GOUVRNORAT DE GABES -CAISSE REG.DEV.ACT.JEU,MIN.INTER.DEV.LOC.,,
437462,MIN.INTER.DEV.LOC.COMMUNE DE DHIBA,GENERAL,ADMINISTRATION,COMMUNE DE DHIBA,MIN.INTER.DEV.LOC.,,
437472,MIN.SANTE PUB.HOPITAL CIRCONS. DE BIR EL HFAY,GENERAL,ADMINISTRATION,HOPITAL CIRCONS. DE BIR EL HFAY,MIN.SANTE PUB.,,
437482,MIN.INTER.DEV.LOC.COMMUNE DE MATMATA ANCIENNE,GENERAL,ADMINISTRATION,COMMUNE DE MATMATA ANCIENNE,MIN.INTER.DEV.LOC.,,
437492,MIN.SANTE PUB.UNITE REG.DE REABILITATION DES HANDICAPES,GENERAL,ADMINISTRATION,UNITE REG.DE REABILITATION DES HANDICAPES,MIN.SANTE PUB.,,
437512,MIN.EQUIP.HAB.AMEN.TERR.ARRONDISSEMENT DE SFAX,GENERAL,ADMINISTRATION,ARRONDISSEMENT DE SFAX,MIN.EQUIP.HAB.AMEN.TERR.,,
