NUMCPT,NOMCLI,TYPE_CLIENT,SECTEUR_CLIENT,CONSOLIDATION_CLIENT,CODAME,CODGVR,SERVICE_TYPE
221781,CENTRALE LAITIERE DE BIZERTE ROUTE DES RUINES UTIQUE,GENERAL,INDUSTRIE,CENTRALE LAITIERE DE BIZERTE,FILATURE ET TISSAGE,,
221821,TUNISACIER SA BAIE DE SABRA ZONE FRANCHE BIZERTE,GENERAL,INDUSTRIE,TUNISACIER SA,"SIDER.METALLUR.DES NON FERREUX,FONDERIE",,
221911,FLASCH PEINTURES ROUTE DE GABES SFAX,GENERAL,INDUSTRIE,FLASCH PEINTURES,AUTRES INDUSTRIES DIVERSES,,
221981,SOCIETE OFFICE PLAST BEJA ZONE IND MJAZ EL BAB BEJA,GENERAL,INDUSTRIE,SOCIETE OFFICE PLAST,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
222071,S.V.P MAGISTRAL RTE DE SAULTANIA KM3 ZI POUDRIERE,GENERAL,INDUSTRIE,S.V.P MAGISTRAL,AUTRES INDUSTRIES DIVERSES,,
222081,SOCIETE SPECTRA PEINTURE RTE DE L'AEOROPORT KM4 ZI OUED CHAABOUNI,GENERAL,INDUSTRIE,SOCIETE SPECTRA PEINTURE,AUTRES INDUSTRIES DIVERSES,,
222091,CONCORDE ROUTE DE TUNIS KM11 SFAX,GENERAL,INDUSTRIE,CONCORDE,AUTRES INDUSTRIES DIVERSES,,
222101,CETIP TOPX ROUTE DE GABES KM3 BP 570,GENERAL,INDUSTRIE,CETIP TOPX,AUTRES INDUSTRIES DIVERSES,,
222121,UTHINA NOUVELLE ZONE INDUSTRIELLE DJEBEL OUEST,GENERAL,INDUSTRIE,UTHINA,CONSERVERIES,,
222271,SOCIETE TUNISEL TOUR NARCISSE APPT 5/4 MONTPLAISIR,GENERAL,INDUSTRIE,SOCIETE TUNISEL TOUR NARCISSE,MINES,,
222291,SAVONNERIE ABOU WALID ROUTE BIR ALI KM 25 AGAREB,GENERAL,INDUSTRIE,SAVONNERIE ABOU WALID,AUTRES INDUSTRIES DIVERSES,,
222311,TOP OILFIELD SERVICES SARL 4 RUE SOPHONISBE NOTRE DAME MUTUELLEVILLE,GENERAL,INDUSTRIE,TOP OILFIELD SERVICES SARL,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ,,
222391,ENTREPRISE DES TRAVAUX PUBLICS BEL MABROUK PARC KEBILI JANOURA RTE DOUZ KM1,GENERAL,INDUSTRIE,ENTREPRISE DES TRAVAUX PUBLICS BEL MABROUK PARC,BATIMENT ET TRAVAUX PUBLICS,,
222451,MALEK HASSINE COMPANY 5 RUE TAREK IBN ZIED KSIBET MEDIOUNI,GENERAL,INDUSTRIE,MALEK HASSINE COMPANY,AUTRES INDUSTRIES TEXTILES,,
222531,ALI BEN BRAHIM ELMABROUK JANOURA KEBILI,GENERAL,INDUSTRIE,ALI BEN BRAHIM ELMABROUK JANOURA,COMMERCE,,
222561,SOCIETE ETABLISSEMENT GHARIANI SFAX 101 AVENUE ALGERIE IMM ABID,GENERAL,INDUSTRIE,SOCIETE ETABLISSEMENT GHARIANI,COMMERCE,,
222621,"SOCIETE LES PATES WARDA ""LA ROSE BLANCHE"" ROUTE DE MONASTIR SOUSSE",GENERAL,INDUSTRIE,"SOCIETE LES PATES WARDA ""LA ROSE BLANCHE""",AUTRES INDUSTRIES ALIMENTAIRES,,
222691,S.A.C. SUD AV. H. BOURGUIBA JEBENIANA,GENERAL,INDUSTRIE,S.A.C.,AUTRES INDUSTRIES ALIMENTAIRES,,
222831,COALA TUNISIE BP 143 SIDI BOUZID,GENERAL,INDUSTRIE,COALA TUNISIE,AUTRES INDUSTRIES DIVERSES,,
222871,SOCIETE AFRICA BATIMENT ET TRANSPORT 328 RUE HASSEN IBN THABET YESMINET BEN AROUS,GENERAL,INDUSTRIE,SOCIETE AFRICA BATIMENT ET TRANSPORT,BATIMENT ET TRAVAUX PUBLICS,,
222891,SOCIETE PAVES DU SUD ROUTE DE MEDENINE KM 14 GABES KATTENA,GENERAL,INDUSTRIE,SOCIETE PAVES,BATIMENT ET TRAVAUX PUBLICS,,
222951,SOCIETE BELMABROUK TRAVAUX RUE DE DOUZ KM1 JANHOURA KEBILI,GENERAL,INDUSTRIE,SOCIETE BELMABROUK TRAVAUX,BATIMENT ET TRAVAUX PUBLICS,,
222991,"COMPAGNIE TUNISO KOWEITO CHINOISE DE PETROLE CTKCP RUE 8366 ESP AZIZ IM, MONTPLAISIR",GENERAL,INDUSTRIE,"COMPAGNIE TUNISO-KOWEITO-CHINOISE DE PETROLE "" CTKCP""",EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ,,
223051,ANSALDO ENERGIA 6 RUE LAC MARIOTTE LES BERGES DU LAC TUNIS,GENERAL,INDUSTRIE,ANSALDO ENERGIA,COMMERCE,,
223071,EL YOUSR INDUSTRIES SYNTHETIQUES DE PEINTURE ROUTE DE TUNIS,GENERAL,INDUSTRIE,EL YOUSR INDUSTRIES SYNTHETIQUES DE PEINTURE,AUTRES INDUSTRIES DIVERSES,,
223141,"LINPACK "" GROUPE POULINA "" ROUTE N° 1 KM 12 BOUMHAL EL BASSATIN BEN AROUS",GENERAL,INDUSTRIE,"LINPACK "" GROUPE POULINA """,COMMERCE,,
223161,"SOCIETE EL FAJER DE TRAVAUX PUBLICS ROUTE LAFRANE KM 7,5 SFAX",GENERAL,INDUSTRIE,SOCIETE EL FAJER DE TRAVAUX PUBLICS,COMMERCE,,
223201,STE BOCK MACHINING TUNISIA AVENUE ALI BELHOUANE S1 CHEBBA,GENERAL,INDUSTRIE,STE BOCK MACHINING TUNISIA,COMMERCE,,
223221,SOCIETE ABICHOU D'ENTREPRISES ELECTRIQUES RUE N° 11 EL KARAMAA NOUBOU RADES,GENERAL,INDUSTRIE,SOCIETE ABICHOU D'ENTREPRISES ELECTRIQUES,COMMERCE,,
223251,SOCIETE MAXIPLAST 27 AVENUE DE CARTHAGE TUNIS,GENERAL,INDUSTRIE,SOCIETE MAXIPLAST,COMMERCE,,
223261,COFICAB TUNISIE RUE 18 JANVIER 1952N40D SIDI HASSINE ESSIJOUI,GENERAL,INDUSTRIE,COFICAB,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
223301,KARRAY ADEL ( KADYSTRAL ) SALHI SALLAMI ZI HENCHA,GENERAL,INDUSTRIE,KARRAY ADEL ( KADYSTRAL ),COMMERCE,,
223361,STE DE MAINTENANCE ET D INSTALLATION S M I P IMM EL BADR BP 276 LES BERGES DU LAC,GENERAL,INDUSTRIE,STE DE MAINTENANCE ET D INSTALLATION S M I P,COMMERCE,,
223391,SOCIETE CARRELAGES TOUHAMI GAFSA ZONE INDUSTRIELLE AGUILA,GENERAL,INDUSTRIE,SOCIETE CARRELAGES TOUHAMI,IND.DU CIMEMT ET OUVRAGE EN CIMENT,,
223451,SOCIETE NOVA PEINTURES ET PRODUITS DERIVES EL KSIBA ZAOUIET SOUSSE,GENERAL,INDUSTRIE,SOCIETE NOVA PEINTURES ET PRODUITS DERIVES,COMMERCE,,
223491,"STE INDUSTRIELLE DE PLATRE DU SUD ""S I P S"" ROUTE DE GABES KM 4,5 SFAX",GENERAL,INDUSTRIE,"STE INDUSTRIELLE DE PLATRE DU SUD ""S I P S""",EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
223511,SOCASUD RUE 7 NOVEMBRE BAYEZ KEBILI,GENERAL,INDUSTRIE,SOCASUD,EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
223511,SOCASUD NALOUT IMM EL HANAA KEBILI,GENERAL,INDUSTRIE,SOCASUD,EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
223521,"BRIQUETERIE KSAIER ZOUHAIER ""BKZ"" RTE KAIROUAN KM 1 M'SAKEN",GENERAL,INDUSTRIE,"BRIQUETERIE KSAIER ZOUHAIER ""BKZ""",EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
223581,SOCIETE DJEBEL DJERISSA 09 RUE DE DAMAS LA GOULETTE,GENERAL,INDUSTRIE,SOCIETE DJEBEL DJERISSA,MINES,,
223671,SOKATEX ROUTE DE TUNIS KM 5 SFAX,GENERAL,INDUSTRIE,SOKATEX,AUTRES INDUSTRIES DIVERSES,,
223681,RAYEN FOOD INDUSTRIES 19 RUE D'ALLEMAGNE TUNIS,GENERAL,INDUSTRIE,RAYEN FOOD INDUSTRIES,AUTRES INDUSTRIES ALIMENTAIRES,,
223691,"GROUPE CHIMIQUE TUNISIEN ""USINE GABES "" N AC 09.2.006 ZI GHANNOUCHE USINE GABES",GENERAL,INDUSTRIE,"""G.C.T.""",FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
223691,"GROUPE CHIMIQUE TUNISIEN ""USINE GABES "" N AC 13.3.002 ZI GHANNOUCHE USINE GABES",GENERAL,INDUSTRIE,"""G.C.T.""",FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
223701,"GROUPE CHIMIQUE TUNISIEN "" USINE SKHIRA"" N AC 09.2.006 RTE DE GABES KM 3.5 BP 5 SFAX",GENERAL,INDUSTRIE,"""G.C.T.""",FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
223701,"GROUPE CHIMIQUE TUNISIEN "" USINE SKHIRA"" N AC 13.3.001 RTE DE GABES KM 3.5 BP 5 SFAX",GENERAL,INDUSTRIE,"""G.C.T.""",FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
223721,SOCIETE EXPER TACK ROUTE SALTANIA KM 7,GENERAL,INDUSTRIE,SOCIETE EXPER TACK,AUTRES INDUSTRIES DIVERSES,,
223751,ECUMED PETROLEUM TUNISIA LTD UE DU LAC WINDERMERE LES BERGES DU LAC,GENERAL,INDUSTRIE,ECUMED PETROLEUM TUNISIA LTD UE,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ,,
223752,ECUMED PETROLEUM TUNISIA LTD UE DU LAC WINDERMERE LES BERGES DU LAC,GENERAL,INDUSTRIE,ECUMED PETROLEUM TUNISIA LTD UE,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ,,
223781,"SOCIETE NOUVELLE DES EAUX MINERALES ""SONEM"" ZONE INDUSTRIELLE MGHIRA LOT N083 BP110 FOUCA",GENERAL,INDUSTRIE,"SOCIETE NOUVELLE DES EAUX MINERALES ""SONEM""",INDUSTRIES DES BOISSONS,,
223791,"SOCIETE LA GENERALE DE SIGNALISATION ROUTIERE SFAX ROUTE DE GREMDA KM 5,5 SFAX",GENERAL,INDUSTRIE,SOCIETE LA GENERALE DE SIGNALISATION ROUTIERE,COMMERCE,,
223821,SOCIETE TUNISIE FARINE ZONE INDUSTRIELLE BIR EL KASSAA,GENERAL,INDUSTRIE,SOCIETE TUNISIE FARINE,AUTRES INDUSTRIES ALIMENTAIRES,,
223851,"CONSTRUCTION ET EMBALLAGE METALLIQUES ""CEM"" 14 RUE D'UTIQUE GREMDA KM10 SFAX",GENERAL,INDUSTRIE,"CONSTRUCTION ET EMBALLAGE METALLIQUES ""CEM""",AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
223871,"SOCIETE INDUSTRIE ET TECHNIQUE "" GROUPE POULINA "" KM 12 ROUTE N° 1 EZZAHRA BEN AROUS",GENERAL,INDUSTRIE,"SOCIETE INDUSTRIE ET TECHNIQUE "" GROUPE POULINA """,COMMERCE,,
223911,COMPTOIR INDUSTRIEL ET NAUTIQUE RONDEAU RUE IBN ZOHR N° 7 TUNIS,GENERAL,INDUSTRIE,COMPTOIR INDUSTRIEL ET NAUTIQUE RONDEAU,COMMERCE,,
223921,SOCIETE SOTUMAP N G MERCURE ZONE INDUSTRIELLE BEN AROUS,GENERAL,INDUSTRIE,SOCIETE SOTUMAP N G MERCURE,AUTRES INDUSTRIES CHIMIQUES,,
223951,BIEFFE MEDITAL MANUFACTURE SARL ROUTE DE CHEBBAOU KM11 OUED ELLIL,GENERAL,INDUSTRIE,BIEFFE MEDITAL MANUFACTURE SARL,AUTRES INDUSTRIES CHIMIQUES,,
223971,STE CEDRIA (GROUPE POULINA) ROUTE DE TUNIS KM 13 SIDI SALAH SFAX,GENERAL,INDUSTRIE,STE CEDRIA (GROUPE POULINA),AUTRES INDUSTRIES DIVERSES,,
224021,BATINORD 72 RUE FATTOUMA BOURGUIBA LA SOUKRA,GENERAL,INDUSTRIE,BATINORD,BATIMENT ET TRAVAUX PUBLICS,,
224051,"STE ROYAUME DE PEINTURE ""SRP"" ROUTE DE GREMDA KM 18 BP N 104",GENERAL,INDUSTRIE,"STE ROYAUME DE PEINTURE ""SRP""",AUTRES INDUSTRIES CHIMIQUES,,
224081,KUFPEC TUNISIA LIMITED IMM SARRA 3 ETAGE LES BERGES DU LAC,GENERAL,INDUSTRIE,KUFPEC TUNISIA LIMITED,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ,,
224181,SOCIETE NATIONALE TUNISIENNE DE CELLULOSE 6 AVENUE HABIB BOURGUIBA TUNIS,GENERAL,INDUSTRIE,SOCIETE NATIONALE TUNISIENNE DE CELLULOSE,FAB.DU PAPIER DE L'IMPRIMERIE ET EDITION,,
224231,STE ATLAS OIFIELD SERVICES TATAOUINE,GENERAL,INDUSTRIE,STE ATLAS OIFIELD SERVICES,AUTRES INDUSTRIES CHIMIQUES,,
224311,"BRIQUETERIE MODERNE DE GROMBALIA S.A ""BMG"" RTE AIN TEBOURNOUK GROMBALIA",GENERAL,INDUSTRIE,"BRIQUETERIE MODERNE DE GROMBALIA ""BMG""",EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
224381,FRIKHA ABDELWAHAB FABRICATION METALLIQUE RTE DE TUNIS KM10 SAKIET EZZIT SFAX,GENERAL,INDUSTRIE,FRIKHA ABDELWAHAB FABRICATION METALLIQUE,AUTRES INDUSTRIES DIVERSES,,
224401,HEDI BEN SASSI CONCASSAGE DE PIERRE ERRECHARCHA KSOUR ESSAF MAHDIA,GENERAL,INDUSTRIE,HEDI BEN SASSI CONCASSAGE DE PIERRE ERRECHARCHA,AUTRES INDUSTRIES DIVERSES,,
224431,"SOCIETE DES BITUMES DU SUD ""SUD BITUMES"" IMM.SETCAR GP1 KM 13 RTE SOUSSE EZZAHRA",GENERAL,INDUSTRIE,"SOCIETE DES BITUMES DU SUD ""SUD BITUMES""",IND.DU CIMEMT ET OUVRAGE EN CIMENT,,
224441,BRIQUETERIE EL MOSTAKBEL ZONE INDUSTRIELLE TEBOULBA,GENERAL,INDUSTRIE,BRIQUETERIE EL MOSTAKBEL,EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
224491,"STE TUNISO ITALIENNE D'EMAIL "" EMACER "" ZI BP 33",GENERAL,INDUSTRIE,"STE TUNISO ITALIENNE D'EMAIL "" EMACER """,AUTRES INDUSTRIES DIVERSES,,
224501,"LES LABORATOIRES DES MEDICAMENTS STERILES ""MEDIS"" ROUTE DE NABEUL KM7 BP206 NABEUL",GENERAL,INDUSTRIE,"LES LABORATOIRES DES MEDICAMENTS STERILES ""MEDIS""",AUTRES INDUSTRIES CHIMIQUES,,
224551,LA METALLOPLASTIC ROUTE DE SOUSSE KM 13.5 Z.I EZZAHRA,GENERAL,INDUSTRIE,LA METALLOPLASTIC,COMMERCE,,
224611,SOCIETE D'EXPLOITATION MINIERE SEM 53 RUE ECHAM BAB BHAR TUNIS,GENERAL,INDUSTRIE,SOCIETE D'EXPLOITATION MINIERE SEM,COMMERCE,,
224621,STE MARBRERIE DE MAHDIA SICMA ZONE IND DE MAHDIA,GENERAL,INDUSTRIE,STE MARBRERIE DE MAHDIA SICMA,AUTRES INDUSTRIES DIVERSES,,
224641,STE SIMEG ROUTE DE TUNIS KM 23 GHRABA HENCHA,GENERAL,INDUSTRIE,STE SIMEG,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
224651,STE LES ADJUVANTS INDUSTRIELS-SA SADIN 53 RUE ECHAM TUNIS,GENERAL,INDUSTRIE,STE LES ADJUVANTS INDUSTRIELS-SA SADIN,COMMERCE,,
224661,"SOCIETE DE CONSTRCTION INDUSTRIALISEE S . C . I "" GROUPE POULINA "" Z I BORJ CEDRIA HAMMAM LIF",GENERAL,INDUSTRIE,"SOCIETE DE CONSTRCTION INDUSTRIALISEE S . C . I "" GROUPE POULINA ""","SIDER.METALLUR.DES NON FERREUX,FONDERIE",,
224681,SOCIETE LES MERVEILLES DU CENTRE S.A Z I ROUTE THALA KASSERINE,GENERAL,INDUSTRIE,SOCIETE LES MERVEILLES DU CENTRE S.A,EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
224721,"SOCIETE EJIM ROUTE DE GABES KM 5,5 TINA GABES",GENERAL,INDUSTRIE,SOCIETE EJIM,AUTRES INDUSTRIES DIVERSES,,
224831,SOCIETE TRABELSI ABDELKADER ROUTE GREMDA KM 6 MAHMOUD MEGUDICH SFAX,GENERAL,INDUSTRIE,SOCIETE TRABELSI ABDELKADER,COMMERCE,,
224841,SOCIETE AUTO 7 007 MONGI SLIM MENZEL BOURGUIBA,GENERAL,INDUSTRIE,SOCIETE AUTO,AUTRES INDUSTRIES DIVERSES,,
224911,"SOCIETE BRIQUETERIE ERRADHI ""SBE"" ZONE INDUSTRIELLE NABEUL",GENERAL,INDUSTRIE,"SOCIETE BRIQUETERIE ERRADHI ""SBE""",EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
224921,"SOCIETE LES CARRIERES DU SAHEL ""CASA"" 30 BIS RUE ALI GHEDAHEM",GENERAL,INDUSTRIE,"SOCIETE LES CARRIERES DU SAHEL ""CASA""",EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
224931,T.T.P.S TUNS. TRAVAUX PUBLICS ET SERVICES 261 COLISEE SOULA EL MANAR II,GENERAL,INDUSTRIE,T.T.P.S TUNS. TRAVAUX PUBLICS ET SERVICES,BATIMENT ET TRAVAUX PUBLICS,,
224941,SOCIETE DES INDUSTRIES PHARMACEUTIQUES DE TUNISIE FONDOUK CHOUCHA,GENERAL,INDUSTRIE,SOCIETE DES INDUSTRIES PHARMACEUTIQUES,AUTRES INDUSTRIES CHIMIQUES,,
224981,COMPAGNIE DES MINES DU NORD SA CMN 53 RUE ECHAM TUNIS,GENERAL,INDUSTRIE,COMPAGNIE DES MINES DU NORD SA CMN,COMMERCE,,
225011,SOCIETE BEN HALIMA FRERES RAOUED KM 13 BP N15 ARIANA,GENERAL,INDUSTRIE,SOCIETE BEN HALIMA FRERES,BATIMENT ET TRAVAUX PUBLICS,,
225021,SOCIETE DES BITUMES DE SIDI BOUZID IMMEUBLE PRIMA RES LAC 2001 LES BERGES DU LAC,GENERAL,INDUSTRIE,SOCIETE DES BITUMES DE SIDI BOUZID,AUTRES INDUSTRIES DIVERSES,,
225031,SOCIETE BOUZGUENDA FRERES STE BOUZGUENDA FRERES BP N)52 SFAX,GENERAL,INDUSTRIE,SOCIETE BOUZGUENDA FRERES,BATIMENT ET TRAVAUX PUBLICS,,
225041,SOCIETE LAIT ET DERIVES 5 ROUTE DE L'HOPITAL BAB SAADOUN TUNIS,GENERAL,INDUSTRIE,SOCIETE LAIT ET DERIVES,AUTRES INDUSTRIES ALIMENTAIRES,,
225041,SOCIETE LAIT ET DERIVES KM 8 ROUTE DE MATEUR MANOUBA,GENERAL,INDUSTRIE,SOCIETE LAIT ET DERIVES,AUTRES INDUSTRIES ALIMENTAIRES,,
225061,LE PROFILE ALUMINIUM SA KM 32 ROUTE EL FAHS JEBEL EL OUEST,GENERAL,INDUSTRIE,LE PROFILE ALUMINIUM SA,AUTRES INDUSTRIES DIVERSES,,
225110,S A K M O I N V E S T BP 70 SAKIET SIDI YOUSSEF,GENERAL,INDUSTRIE,S A K M O I N V E S T,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
225131,BRIQUETERIE DHIFALLAH ROUTE MENZEL FERSI,GENERAL,INDUSTRIE,BRIQUETERIE DHIFALLAH,EXTRACT.ET FACONNAGE DES PROD.CARRIERES,,
225141,SAVONNERIE DE CARTHAGE ROUTE DE MAHDIA KM 18 SFAX,GENERAL,INDUSTRIE,SAVONNERIE DE CARTHAGE,AUTRES INDUSTRIES DIVERSES,,
225151,SOCIETE GENERALE D'ENTREPRISES DE MATERIEL ET DE TRAVAUX PCE ERROUSSAFI MUTUELLEVILLE BP69 TUNIS CEDEX,GENERAL,INDUSTRIE,SOCIETE GENERALE D'ENTREPRISES DE MATERIEL ET DE TRAVAUX,BATIMENT ET TRAVAUX PUBLICS,,
225221,SOCIETE LA MAGHREBINE DE L'INDUSTRIE MACANIQUE ROUTE DE L'AEOROPORT KM 4.5 SAKIET EZZIT SFAX,GENERAL,INDUSTRIE,SOCIETE LA MAGHREBINE DE L'INDUSTRIE MACANIQUE,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
225241,STE TUNISIENNE D'EMBALLAGE FINS ROUTE DE GABES KM 4,GENERAL,INDUSTRIE,STE TUNISIENNE D'EMBALLAGE FINS,FABRI.DE PRODUIT EN MATIERE PLASTIQUE,,
225251,SOCIETE MARBRERIE DE SFAX ROUTE DE GABES KM 5.5,GENERAL,INDUSTRIE,SOCIETE MARBRERIE,INDUSTRIE DE LA CERAMIQUE,,
225301,GLOBAL INDUSTRIEL EQUIPMENT-SERVICES CITE MAHRAJANE TATAOUINE,GENERAL,INDUSTRIE,GLOBAL INDUSTRIEL EQUIPMENT-SERVICES,COMMERCE,,
225321,SOCIETE HABIB AKERMI SOBAF ROUTE MENZEL CHAKER KM 5 SFAX,GENERAL,INDUSTRIE,SOCIETE HABIB AKERMI SOBAF,COMMERCE,,
225351,STE BVM ZI BIR KASAA BEN AROUS,GENERAL,INDUSTRIE,STE BVM,COMMERCE,,
225361,UNIVERSAL TRANSFORMATEURS 24 RUE BENI KARAM MOSQUEE ERRAWDHA SOUKRA,GENERAL,INDUSTRIE,UNIVERSAL TRANSFORMATEURS,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
225401,STE TUNISIENNE D'ENTREPRISE ET DE VENTE SOTEV ROUTE DE SOUSSE KM 6 ZI BEN AROUS,GENERAL,INDUSTRIE,STE TUNISIENNE D'ENTREPRISE ET DE VENTE SOTEV,COMMERCE,,
225431,SOTRAMINE RUE ECHAM N° 53 TUNIS,GENERAL,INDUSTRIE,SOTRAMINE,AUTRES INDUSTRIES DIVERSES,,
225751,SOCIETE DES BOUGIES DU LAC BIZERTE Z.IND.SID RSING TINJA,GENERAL,INDUSTRIE,SOCIETE DES BOUGIES,AUTRES INDUSTRIES DIVERSES,,
225831,SOCIETE NA SOLID PETROSERVE LTD RESIDENCE MERIEM AV. INDEPENDANCE BP 199 ARIANA,GENERAL,INDUSTRIE,SOCIETE NA SOLID PETROSERVE LTD,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ,,
225871,ETS MOHAMED BEN HASSINE 25 AV. MONGI BALI JEMMEL,GENERAL,INDUSTRIE,ETS MOHAMED BEN HASSINE,BATIMENT ET TRAVAUX PUBLICS,,
225901,"SOCIETE EL BARAKA SERVICES ""S.B.S."" 25 BIS RUE IBN KHALDOUN MEGRINE",GENERAL,INDUSTRIE,"SOCIETE EL BARAKA SERVICES ""S.B.S.""",BATIMENT ET TRAVAUX PUBLICS,,
225921,STE TNE DES RESSORTS A LAMES COTREL Z.I BORJ CEDRIA HAMAM LIF,GENERAL,INDUSTRIE,STE TNE DES RESSORTS A LAMES COTREL,COMMERCE,,
225981,SOCIETE STAR FOOD ZONE INDUSTRIELLE LESSOUDA SIDI BOUZID,GENERAL,INDUSTRIE,SOCIETE STAR FOOD,AUTRES INDUSTRIES ALIMENTAIRES,,
226011,SOCIETE R INDUSTRIE IMM IBN ZOHR ETAGE 5 A 50 SFAX,GENERAL,INDUSTRIE,SOCIETE R INDUSTRIE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
226021,I T A L C A R S.A. RUE 8612 ZONE IND. LA CHARGUIA 1,GENERAL,INDUSTRIE,I T A L C A R S.A.,FAB.DE MATER.ET EQUIP.AGRICOLE ET INDUSTR.,,
226231,S H A U B E R S.A. 58 AV. TAHAR BEN AMMAR EL MENZAH IX,GENERAL,INDUSTRIE,S H A U B E R S.A.,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
226301,STE KHAIRI SERVICES PETROLIERS TATAOUINE,GENERAL,INDUSTRIE,STE KHAIRI SERVICES PETROLIERS,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE,,
226351,"PA RESSOURCES TUNISIA ""DIDON"" RUE DU LAC TANGANYIKA IMM.4 PILASTRE",GENERAL,INDUSTRIE,"PA RESSOURCES TUNISIA ""DIDON""","AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS",,
226381,"SOCIETE UNION DES BRIQUETERIES DU SUD ""U B S "" RTE BEN GUERDENE MEDNINE",GENERAL,INDUSTRIE,"SOCIETE UNION DES BRIQUETERIES DU SUD ""U B S """,INDUSTRIE DE LA CERAMIQUE,,
226382,"SOCIETE UNION DES BRIQUETERIES DU SUD ""U B S "" RTE BEN GUERDENE MEDNINE",GENERAL,INDUSTRIE,"SOCIETE UNION DES BRIQUETERIES DU SUD ""U B S """,INDUSTRIE DE LA CERAMIQUE,,
226431,PROMO CHIMICA TUNISIA TANIT CENTER B 123 SIDI DAOUED LA MARSA,GENERAL,INDUSTRIE,PROMO CHIMICA TUNISIA,FABRI.DE PRODUIT EN MATIERE PLASTIQUE,,
226491,TUNISIAN TRADING COMPANY,GENERAL,INDUSTRIE,TUNISIAN TRADING COMPANY,COMMERCE,,
226511,SOCIETE THOR J.M.S SARL ZONE IND ROUTE TABARKA BEJA,GENERAL,INDUSTRIE,SOCIETE THOR J.M.S SARL,FABRI.DE PRODUIT EN MATIERE PLASTIQUE,,
226601,SOCIETE SOTUPRIN ROUTE DE GABES KM 8 BP9 SFAX,GENERAL,INDUSTRIE,SOCIETE SOTUPRIN,COMMERCE,,
226631,MEDICARS ROUTE DE TUNIS BP N°160 AKOUDA,GENERAL,INDUSTRIE,MEDICARS,AUTRES INDUSTRIES DIVERSES,,
226641,SOCIETE PROINJECT NORDPACK ZI ROUTE DE TUNIS ZAGHOUANE JEBEL EL OUEST,GENERAL,INDUSTRIE,SOCIETE PROINJECT,FABRI.DE PRODUIT EN MATIERE PLASTIQUE,,
226691,STE M.S.TIR MAGASINAGE SERVICES MARETH,GENERAL,INDUSTRIE,STE M.S.TIR MAGASINAGE SERVICES,TRANSPORT ROUTIER PARTICULIER (NON MARCH.),,
226851,MAGIC YACHTS PARC D'ACTIVITE ECONOMIQUE DE BIZERTE,GENERAL,INDUSTRIE,MAGIC YACHTS,COMMERCE,,
226861,SOCIETE PROINJECT ROUTE AGAREB KM 14.5 SGHAR SFAX,GENERAL,INDUSTRIE,SOCIETE PROINJECT,FABRI.DE PRODUIT EN MATIERE PLASTIQUE,,
226961,ETABLISSEMENT MANSOURI 70 RUE 18 JANVIER TUNIS,GENERAL,INDUSTRIE,ETABLISSEMENT MANSOURI,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
227011,"STE DEVELOPPEMENT INDUSTRIEL ENFIDHA ""DIET"" 12 RUE EL FELL ENFIDHA",GENERAL,INDUSTRIE,"STE DEVELOPPEMENT INDUSTRIEL ENFIDHA ""DIET""",BATIMENT ET TRAVAUX PUBLICS,,
227101,TELETEC ROUTE DE GABES KM 11 SFAX,GENERAL,INDUSTRIE,TELETEC CATERING,AUTRES INDUSTRIES ALIMENTAIRES,,
227171,SOCIETE PREMECA SFAX AVENUE MOHAMED HEDI KHEFASHA,GENERAL,INDUSTRIE,SOCIETE PREMECA,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES,,
